batch_id,time_step_min,reaction_conversion_pct
116,0,0.0
116,1,0.0
116,2,0.0
116,3,0.0
116,4,0.0
116,5,0.0
116,6,0.0
116,7,0.0
116,8,0.0
116,9,0.0
116,10,0.0
116,11,0.0
116,12,0.0
116,13,0.0
116,14,0.0
116,15,0.0
116,16,0.0
116,17,0.0
116,18,0.0
116,19,0.0
116,20,0.0
116,21,0.0
116,22,0.0
116,23,1.9568
116,24,4.318
116,25,5.9867
116,26,7.0705
116,27,8.1627
116,28,9.2619
116,29,10.3671
116,30,11.4773
116,31,12.592
116,32,13.7103
116,33,14.8317
116,34,15.9558
116,35,17.0822
116,36,18.2105
116,37,19.3404
116,38,20.4718
116,39,21.6043
116,40,22.7378
116,41,23.8721
116,42,25.0072
116,43,26.1429
116,44,27.2791
116,45,28.4158
116,46,29.5529
116,47,30.6902
116,48,31.8279
116,49,32.9657
116,50,34.1038
116,51,35.2421
116,52,36.3804
116,53,37.519
116,54,38.6576
116,55,39.7963
116,56,40.935
116,57,42.0739
116,58,43.2128
116,59,44.3517
116,60,45.4907
116,61,46.6297
116,62,47.7687
116,63,48.9078
116,64,50.0468
116,65,51.1859
116,66,52.3251
116,67,53.4642
116,68,54.6033
116,69,55.7425
116,70,56.8816
116,71,58.0208
116,72,59.1599
116,73,60.2991
116,74,61.4383
116,75,62.5774
116,76,63.7166
116,77,64.8558
116,78,65.995
116,79,67.1342
116,80,68.2734
116,81,69.4125
116,82,70.5517
116,83,71.6909
116,84,72.8301
116,85,73.9693
116,86,75.1085
116,87,76.2477
116,88,77.3869
116,89,78.5261
116,90,79.6653
116,91,80.8045
116,92,81.9436
116,93,83.0828
116,94,84.222
116,95,85.3353
116,96,86.3759
116,97,87.3593
116,98,88.2887
116,99,89.1639
116,100,89.9853
116,101,90.7534
116,102,91.4663
116,103,92.1243
116,104,92.7294
116,105,93.2819
116,106,93.7833
116,107,94.2361
116,108,94.6435
116,109,95.009
116,110,95.3362
116,111,95.6291
116,112,95.8912
116,113,96.1258
116,114,96.3362
116,115,96.5251
116,116,96.6951
116,117,96.8485
116,118,96.9872
116,119,97.113
116,120,97.2275
116,121,97.3319
116,122,97.4275
116,123,97.5152
116,124,97.5961
116,125,97.6709
116,126,97.7403
116,127,97.8048
116,128,97.8649
116,129,97.9212
116,130,97.9739
116,131,98.0233
116,132,98.07
116,133,98.1139
116,134,98.1555
116,135,98.1949
116,136,98.2324
116,137,98.268
116,138,98.3019
116,139,98.3343
116,140,98.3654
116,141,98.3951
116,142,98.4236
116,143,98.451
116,144,98.4773
116,145,98.5027
116,146,98.5272
116,147,98.5509
116,148,98.5737
116,149,98.5959
116,150,98.6174
116,151,98.6382
116,152,98.6584
116,153,98.6781
116,154,98.6972
116,155,98.7158
116,156,98.734
116,157,98.7517
116,158,98.7689
116,159,98.7857
116,160,98.8022
116,161,98.8183
116,162,98.834
116,163,98.8494
116,164,98.8645
116,165,98.8793
