batch_id,time_step_min,reaction_conversion_pct,time_to_endpoint_min
111,242,100.0,213.0
111,243,100.0,213.0
111,244,100.0,213.0
111,245,100.0,213.0
111,246,100.0,213.0
111,247,100.0,213.0
111,248,100.0,213.0
111,249,100.0,213.0
111,250,100.0,213.0
111,251,100.0,213.0
111,252,100.0,213.0
111,253,100.0,213.0
111,254,100.0,213.0
111,255,100.0,213.0
111,256,100.0,213.0
111,257,100.0,213.0
111,258,100.0,213.0
111,259,100.0,213.0
111,260,100.0,213.0
111,261,100.0,213.0
111,262,100.0,213.0
111,263,100.0,213.0
111,264,100.0,213.0
111,265,100.0,213.0
111,266,100.0,213.0
111,267,100.0,213.0
111,268,100.0,213.0
111,269,100.0,213.0
111,270,100.0,213.0
111,271,100.0,213.0
111,272,100.0,213.0
111,273,100.0,213.0
111,274,100.0,213.0
111,275,100.0,213.0
111,276,100.0,213.0
111,277,100.0,213.0
111,278,100.0,213.0
111,279,100.0,213.0
111,280,100.0,213.0
111,281,100.0,213.0
111,282,100.0,213.0
111,283,100.0,213.0
111,284,100.0,213.0
111,285,100.0,213.0
111,286,100.0,213.0
111,287,100.0,213.0
111,288,100.0,213.0
111,289,100.0,213.0
111,290,100.0,213.0
111,291,100.0,213.0
111,292,100.0,213.0
111,293,100.0,213.0
111,294,100.0,213.0
111,295,100.0,213.0
111,296,100.0,213.0
111,297,100.0,213.0
111,298,100.0,213.0
111,299,100.0,213.0
111,300,100.0,213.0
111,301,100.0,213.0
111,302,100.0,213.0
111,303,100.0,213.0
111,304,100.0,213.0
111,305,100.0,213.0
111,306,100.0,213.0
111,307,100.0,213.0
111,308,100.0,213.0
111,309,100.0,213.0
111,310,100.0,213.0
111,311,100.0,213.0
111,312,100.0,213.0
111,313,100.0,213.0
111,314,100.0,213.0
111,315,100.0,213.0
111,316,100.0,213.0
111,317,100.0,213.0
111,318,100.0,213.0
111,319,100.0,213.0
111,320,100.0,213.0
111,321,100.0,213.0
111,322,100.0,213.0
111,323,100.0,213.0
111,324,100.0,213.0
111,325,100.0,213.0
111,326,100.0,213.0
111,327,100.0,213.0
111,328,100.0,213.0
111,329,100.0,213.0
