batch_id,time_step_min,reaction_conversion_pct
104,0,0.0
104,1,0.0
104,2,0.0
104,3,0.0
104,4,0.0
104,5,0.0
104,6,0.0
104,7,0.0
104,8,0.0
104,9,0.0
104,10,0.0
104,11,0.0
104,12,0.0
104,13,0.0
104,14,0.0
104,15,0.0
104,16,0.0
104,17,0.0
104,18,0.0
104,19,0.0
104,20,0.0
104,21,0.0
104,22,1.6636
104,23,3.9948
104,24,5.8307
104,25,6.9591
104,26,8.1033
104,27,9.2608
104,28,10.4297
104,29,11.6083
104,30,12.795
104,31,13.9887
104,32,15.1884
104,33,16.393
104,34,17.602
104,35,18.8146
104,36,20.0303
104,37,21.2487
104,38,22.4692
104,39,23.6917
104,40,24.9158
104,41,26.1412
104,42,27.3678
104,43,28.5955
104,44,29.8239
104,45,31.0531
104,46,32.2829
104,47,33.5132
104,48,34.7439
104,49,35.975
104,50,37.2064
104,51,38.4381
104,52,39.6701
104,53,40.9022
104,54,42.1345
104,55,43.3669
104,56,44.5995
104,57,45.8321
104,58,47.0649
104,59,48.2977
104,60,49.5306
104,61,50.7635
104,62,51.9965
104,63,53.2295
104,64,54.4626
104,65,55.6956
104,66,56.9287
104,67,58.1618
104,68,59.395
104,69,60.6281
104,70,61.8613
104,71,63.0945
104,72,64.3277
104,73,65.5608
104,74,66.794
104,75,68.0272
104,76,69.2605
104,77,70.4937
104,78,71.7269
104,79,72.9601
104,80,74.1933
104,81,75.4265
104,82,76.6598
104,83,77.893
104,84,79.1262
104,85,80.3594
104,86,81.5927
104,87,82.7623
104,88,83.8719
104,89,84.9284
104,90,85.9325
104,91,86.8836
104,92,87.7816
104,93,88.6271
104,94,89.4154
104,95,90.1491
104,96,90.8319
104,97,91.4664
104,98,92.0522
104,99,92.5896
104,100,93.0801
104,101,93.526
104,102,93.93
104,103,94.2952
104,104,94.6248
104,105,94.9222
104,106,95.1903
104,107,95.4323
104,108,95.6509
104,109,95.8487
104,110,96.0279
104,111,96.1907
104,112,96.3388
104,113,96.474
104,114,96.5976
104,115,96.711
104,116,96.8152
104,117,96.9114
104,118,97.0003
104,119,97.0828
104,120,97.1597
104,121,97.2314
104,122,97.2985
104,123,97.3614
104,124,97.4206
104,125,97.4764
104,126,97.529
104,127,97.5788
104,128,97.626
104,129,97.6709
104,130,97.7136
104,131,97.7543
104,132,97.7932
104,133,97.8305
104,134,97.8661
104,135,97.9004
104,136,97.9333
104,137,97.965
104,138,97.9955
104,139,98.025
104,140,98.0535
104,141,98.0811
104,142,98.1078
104,143,98.1337
104,144,98.1588
104,145,98.1832
104,146,98.207
104,147,98.2301
104,148,98.2526
104,149,98.2746
104,150,98.296
104,151,98.317
104,152,98.3374
104,153,98.3574
104,154,98.377
104,155,98.3961
104,156,98.4149
104,157,98.4333
104,158,98.4513
104,159,98.469
104,160,98.4863
104,161,98.5033
104,162,98.5201
104,163,98.5365
104,164,98.5527
104,165,98.5685
104,166,98.5842
104,167,98.5996
104,168,98.6147
104,169,98.6296
104,170,98.6443
104,171,98.6587
104,172,98.6729
104,173,98.687
104,174,98.7008
104,175,98.7144
104,176,98.7279
104,177,98.7411
104,178,98.7542
104,179,98.7671
104,180,98.7798
104,181,98.7924
104,182,98.8048
104,183,98.8171
104,184,98.8291
104,185,98.8411
104,186,98.8529
104,187,98.8645
104,188,98.876
104,189,98.8874
104,190,98.8986
104,191,98.9097
104,192,98.9206
104,193,98.9315
104,194,98.9422
104,195,98.9528
104,196,98.9632
104,197,98.9736
104,198,98.9838
104,199,98.9939
104,200,99.0039
104,201,99.0138
104,202,99.0235
104,203,99.0332
104,204,99.0427
104,205,99.0522
104,206,99.0615
104,207,99.0708
104,208,99.0799
104,209,99.089
104,210,99.0979
104,211,99.1068
104,212,99.1156
104,213,99.1242
104,214,99.1328
104,215,99.1413
104,216,99.1497
104,217,99.158
104,218,99.1663
104,219,99.1744
104,220,99.1825
104,221,99.1905
104,222,99.1984
104,223,99.2062
104,224,99.2139
104,225,99.2216
104,226,99.2292
104,227,99.2367
104,228,99.2441
