batch_id,time_step_min,reaction_conversion_pct,time_to_endpoint_min
107,0,0.0,224.0
107,1,0.0,224.0
107,2,0.0,224.0
107,3,0.0,224.0
107,4,0.0,224.0
107,5,0.0,224.0
107,6,0.0,224.0
107,7,0.0,224.0
107,8,0.0,224.0
107,9,0.0,224.0
107,10,0.0,224.0
107,11,0.0,224.0
107,12,0.0,224.0
107,13,0.0,224.0
107,14,0.0,224.0
107,15,0.0,224.0
107,16,0.0,224.0
107,17,0.0,224.0
107,18,0.0,224.0
107,19,0.0,224.0
107,20,0.0,224.0
107,21,0.0,224.0
107,22,0.0,224.0
107,23,0.0,224.0
107,24,0.0,224.0
107,25,0.0,224.0
107,26,0.0,224.0
107,27,0.0,224.0
107,28,0.0,224.0
107,29,0.0,224.0
107,30,0.0,224.0
107,31,0.0,224.0
107,32,0.0,224.0
107,33,0.0,224.0
107,34,0.0,224.0
107,35,0.0,224.0
107,36,0.0,224.0
107,37,0.0,224.0
107,38,0.0,224.0
107,39,0.0,224.0
107,40,0.0,224.0
107,41,0.0,224.0
107,42,0.0,224.0
107,43,0.0,224.0
107,44,0.0,224.0
107,45,0.0,224.0
107,46,0.0,224.0
107,47,0.0,224.0
107,48,0.0,224.0
107,49,0.0,224.0
107,50,0.0,224.0
107,51,0.0,224.0
107,52,0.0,224.0
107,53,0.0,224.0
107,54,0.0,224.0
107,55,0.0,224.0
107,56,0.0,224.0
107,57,0.0,224.0
107,58,0.0,224.0
107,59,0.0,224.0
107,60,0.0,224.0
107,61,0.0,224.0
107,62,0.0,224.0
107,63,0.0,224.0
107,64,0.0,224.0
107,65,0.0,224.0
107,66,0.0,224.0
107,67,0.0,224.0
107,68,0.0,224.0
107,69,0.0,224.0
107,70,0.0,224.0
107,71,0.0,224.0
107,72,0.0,224.0
107,73,0.0,224.0
107,74,0.0,224.0
107,75,0.0,224.0
107,76,0.0,224.0
107,77,0.0,224.0
107,78,0.0,224.0
107,79,0.0,224.0
107,80,0.0,224.0
107,81,0.0,224.0
107,82,0.0,224.0
107,83,0.0,224.0
107,84,0.0,224.0
107,85,0.0,224.0
107,86,0.0,224.0
107,87,0.0,224.0
107,88,0.0,224.0
107,89,0.0,224.0
107,90,0.0,224.0
107,91,0.0,224.0
107,92,0.0,224.0
107,93,0.0,224.0
107,94,0.0,224.0
107,95,0.0,224.0
107,96,0.0,224.0
107,97,0.0,224.0
107,98,0.0,224.0
107,99,0.0,224.0
107,100,0.0,224.0
107,101,0.0,224.0
107,102,0.0,224.0
107,103,0.0,224.0
107,104,0.0,224.0
107,105,0.0,224.0
107,106,0.0,224.0
107,107,0.0,224.0
107,108,0.0,224.0
107,109,0.0,224.0
107,110,0.0,224.0
107,111,0.0,224.0
107,112,0.0,224.0
107,113,0.0,224.0
107,114,0.0,224.0
107,115,0.0,224.0
107,116,0.0,224.0
107,117,0.0,224.0
107,118,0.0,224.0
107,119,0.0,224.0
107,120,0.0,224.0
107,121,0.0,224.0
107,122,0.0,224.0
107,123,0.0,224.0
107,124,0.0,224.0
107,125,0.0,224.0
107,126,0.0,224.0
107,127,0.0,224.0
107,128,0.0,224.0
107,129,0.0,224.0
107,130,0.0,224.0
107,131,0.0,224.0
107,132,0.0,224.0
107,133,0.0,224.0
107,134,0.0,224.0
107,135,0.0,224.0
107,136,0.4219,224.0
107,137,1.0129,224.0
107,138,1.7029,224.0
107,139,2.4759,224.0
107,140,3.3291,224.0
107,141,4.2261,224.0
107,142,5.1683,224.0
107,143,6.2089,224.0
107,144,7.3783,224.0
107,145,8.6135,224.0
107,146,9.853,224.0
107,147,11.0968,224.0
107,148,12.3444,224.0
107,149,13.5957,224.0
107,150,14.8505,224.0
107,151,16.1085,224.0
107,152,17.3696,224.0
107,153,18.6336,224.0
107,154,19.9003,224.0
107,155,21.1697,224.0
107,156,22.4416,224.0
107,157,23.716,224.0
107,158,24.9927,224.0
107,159,26.2717,224.0
107,160,27.5528,224.0
107,161,28.8361,224.0
107,162,30.1213,224.0
107,163,31.4085,224.0
107,164,32.6977,224.0
107,165,33.9887,224.0
107,166,35.2814,224.0
107,167,36.576,224.0
107,168,37.8722,224.0
107,169,39.1701,224.0
107,170,40.4696,224.0
107,171,41.7706,224.0
107,172,43.0732,224.0
107,173,44.3773,224.0
107,174,45.6829,224.0
107,175,46.9899,224.0
107,176,48.2984,224.0
107,177,49.6082,224.0
107,178,50.9193,224.0
107,179,52.2318,224.0
107,180,53.5456,224.0
107,181,54.8606,224.0
107,182,56.1769,224.0
107,183,57.4944,224.0
107,184,58.8132,224.0
107,185,60.1331,224.0
107,186,61.4542,224.0
107,187,62.7764,224.0
107,188,64.0997,224.0
107,189,65.4242,224.0
107,190,66.7497,224.0
107,191,68.0763,224.0
107,192,69.404,224.0
107,193,70.7327,224.0
107,194,72.0624,224.0
107,195,73.3932,224.0
107,196,74.7249,224.0
107,197,76.0539,224.0
107,198,76.4723,224.0
107,199,76.8742,224.0
107,200,77.2771,224.0
107,201,77.681,224.0
107,202,78.0858,224.0
107,203,78.4915,224.0
107,204,78.8981,224.0
107,205,79.3056,224.0
107,206,79.714,224.0
107,207,80.1232,224.0
107,208,80.5333,224.0
107,209,80.9442,224.0
107,210,81.356,224.0
107,211,81.7686,224.0
107,212,82.1822,224.0
107,213,83.2647,224.0
107,214,84.5029,224.0
107,215,85.8299,224.0
107,216,87.1791,224.0
107,217,88.5291,224.0
107,218,89.8799,224.0
107,219,91.2314,224.0
107,220,92.5836,224.0
107,221,93.9366,224.0
107,222,95.2904,224.0
107,223,96.6448,224.0
107,224,98.0,224.0
107,225,98.0,224.0
107,226,98.069,224.0
107,227,98.2021,224.0
107,228,98.3881,224.0
107,229,98.6105,224.0
107,230,98.85,224.0
107,231,99.088,224.0
107,232,99.3081,224.0
107,233,99.499,224.0
107,234,99.6545,224.0
107,235,99.7736,224.0
107,236,99.8595,224.0
107,237,99.9176,224.0
107,238,99.9546,224.0
107,239,99.9765,224.0
107,240,99.9887,224.0
107,241,99.9949,224.0
107,242,99.9979,224.0
107,243,99.9992,224.0
107,244,99.9997,224.0
107,245,99.9999,224.0
107,246,100.0,224.0
107,247,100.0,224.0
107,248,100.0,224.0
107,249,100.0,224.0
107,250,100.0,224.0
107,251,100.0,224.0
107,252,100.0,224.0
107,253,100.0,224.0
107,254,100.0,224.0
107,255,100.0,224.0
107,256,100.0,224.0
107,257,100.0,224.0
107,258,100.0,224.0
107,259,100.0,224.0
107,260,100.0,224.0
107,261,100.0,224.0
107,262,100.0,224.0
107,263,100.0,224.0
107,264,100.0,224.0
107,265,100.0,224.0
107,266,100.0,224.0
107,267,100.0,224.0
107,268,100.0,224.0
107,269,100.0,224.0
107,270,100.0,224.0
107,271,100.0,224.0
107,272,100.0,224.0
107,273,100.0,224.0
107,274,100.0,224.0
107,275,100.0,224.0
107,276,100.0,224.0
107,277,100.0,224.0
107,278,100.0,224.0
107,279,100.0,224.0
107,280,100.0,224.0
107,281,100.0,224.0
107,282,100.0,224.0
107,283,100.0,224.0
107,284,100.0,224.0
107,285,100.0,224.0
107,286,100.0,224.0
107,287,100.0,224.0
107,288,100.0,224.0
107,289,100.0,224.0
107,290,100.0,224.0
107,291,100.0,224.0
107,292,100.0,224.0
107,293,100.0,224.0
107,294,100.0,224.0
107,295,100.0,224.0
107,296,100.0,224.0
107,297,100.0,224.0
107,298,100.0,224.0
107,299,100.0,224.0
107,300,100.0,224.0
107,301,100.0,224.0
107,302,100.0,224.0
107,303,100.0,224.0
107,304,100.0,224.0
107,305,100.0,224.0
107,306,100.0,224.0
107,307,100.0,224.0
107,308,100.0,224.0
107,309,100.0,224.0
107,310,100.0,224.0
107,311,100.0,224.0
107,312,100.0,224.0
107,313,100.0,224.0
107,314,100.0,224.0
107,315,100.0,224.0
107,316,100.0,224.0
107,317,100.0,224.0
107,318,100.0,224.0
107,319,100.0,224.0
107,320,100.0,224.0
107,321,100.0,224.0
107,322,100.0,224.0
107,323,100.0,224.0
107,324,100.0,224.0
107,325,100.0,224.0
107,326,100.0,224.0
107,327,100.0,224.0
107,328,100.0,224.0
107,329,100.0,224.0
