batch_id,time_step_min,reaction_conversion_pct
13,0,0.0
13,1,0.0
13,2,0.0
13,3,0.0
13,4,0.0
13,5,0.0
13,6,0.0
13,7,0.0
13,8,0.0
13,9,0.0
13,10,0.0
13,11,0.0
13,12,0.0
13,13,0.0
13,14,0.0
13,15,0.0
13,16,0.0
13,17,0.0
13,18,0.0
13,19,0.0
13,20,0.0
13,21,1.9436
13,22,4.267
13,23,5.8939
13,24,6.9574
13,25,8.0279
13,26,9.1044
13,27,10.1859
13,28,11.2718
13,29,12.3613
13,30,13.4539
13,31,14.5492
13,32,15.6467
13,33,16.7461
13,34,17.8472
13,35,18.9496
13,36,20.0532
13,37,21.1578
13,38,22.2633
13,39,23.3695
13,40,24.4762
13,41,25.5835
13,42,26.6913
13,43,27.7994
13,44,28.9079
13,45,30.0166
13,46,31.1255
13,47,32.2347
13,48,33.344
13,49,34.4534
13,50,35.563
13,51,36.6727
13,52,37.7825
13,53,38.8923
13,54,40.0022
13,55,41.1122
13,56,42.2222
13,57,43.3322
13,58,44.4423
13,59,45.5524
13,60,46.6625
13,61,47.7726
13,62,48.8828
13,63,49.993
13,64,51.1032
13,65,52.2134
13,66,53.3236
13,67,54.4338
13,68,55.544
13,69,56.6542
13,70,57.7645
13,71,58.8747
13,72,59.9849
13,73,61.0952
13,74,62.2054
13,75,63.3157
13,76,64.4259
13,77,65.5362
13,78,66.6464
13,79,67.7567
13,80,68.8669
13,81,69.9772
13,82,71.0874
13,83,72.1977
13,84,73.3079
13,85,74.4182
13,86,75.5285
13,87,76.6387
13,88,77.749
13,89,78.8592
13,90,79.9695
13,91,81.0797
13,92,82.19
13,93,83.3003
13,94,84.4105
13,95,85.5208
13,96,86.5607
13,97,87.539
13,98,88.4622
13,99,89.3313
13,100,90.1468
13,101,90.9093
13,102,91.6178
13,103,92.2711
13,104,92.8711
13,105,93.4184
13,106,93.9144
13,107,94.3618
13,108,94.7638
13,109,95.1241
13,110,95.4463
13,111,95.7344
13,112,95.992
13,113,96.2225
13,114,96.429
13,115,96.6143
13,116,96.781
13,117,96.9314
13,118,97.0673
13,119,97.1906
13,120,97.3027
13,121,97.4049
13,122,97.4985
13,123,97.5844
13,124,97.6634
13,125,97.7365
13,126,97.8043
13,127,97.8674
13,128,97.9262
13,129,97.9811
13,130,98.0326
13,131,98.081
13,132,98.1266
13,133,98.1696
13,134,98.2103
13,135,98.2489
13,136,98.2855
13,137,98.3203
13,138,98.3535
13,139,98.3853
13,140,98.4156
13,141,98.4447
13,142,98.4726
13,143,98.4994
13,144,98.5252
13,145,98.55
13,146,98.574
13,147,98.5971
13,148,98.6195
13,149,98.6412
13,150,98.6623
13,151,98.6826
13,152,98.7024
13,153,98.7217
13,154,98.7404
13,155,98.7586
13,156,98.7764
13,157,98.7937
13,158,98.8105
13,159,98.827
13,160,98.8431
13,161,98.8588
13,162,98.8742
13,163,98.8893
13,164,98.904
13,165,98.9185
13,166,98.9326
13,167,98.9465
13,168,98.9601
13,169,98.9734
13,170,98.9865
13,171,98.9994
13,172,99.012
13,173,99.0244
13,174,99.0366
13,175,99.0486
13,176,99.0604
13,177,99.072
13,178,99.0833
13,179,99.0946
13,180,99.1056
13,181,99.1165
13,182,99.1272
13,183,99.1377
13,184,99.1481
13,185,99.1583
13,186,99.1684
13,187,99.1783
13,188,99.1881
13,189,99.1977
13,190,99.2072
13,191,99.2166
13,192,99.2258
13,193,99.2349
13,194,99.2439
13,195,99.2527
